"DirectoryName";"FileNames";"Content"
Jan 2022;"Global Economic Outlook 2022";"2021 will be remembered as the year of economic revival and the beginning of the end of the pandemic, but alsoas the year in which inflation returned to our lives after a two-decade absence.The year began with a high level of uncertainty, but also hope with the arrival of vaccines. Although the globaleconomy experienced a strong rebound, the recovery was very uneven. This was because vaccination efforts,economic stimulus policies, and restrictions on social mobility varied dramatically by region.The strong rebound in global consumption - driven by fiscal and monetary stimulus measures in developedcountries - combined with a series of disruptions in global supply chains - generated by a variety of restrictions oncertain productive activities - led to shortages of a large number of goods.In addition, labor shortages in some developed countries (mainly the United States) also contributed to wagepressures not seen for decades.The combination of the strong economic rebound and rising inflationary pressures led the world's major centralbanks, led by the Fed, to advance the critical path for the start of the normalization of their monetary policies.Although the arrival of the Delta variant in the summer and the inflationary rebound in the second half of the yearcaused a slowdown in economic activity, it is estimated that global GDP may reach 6 percent growth in 2021, upfrom the 5 percent forecast at the beginning of the year.The positive surprise was mainly driven by the United States, where GDP is estimated to reach 5.5% growth in2021 when the original expectation was closer to 4%.Meanwhile, the Eurozone grew close to the 5% forecast and the main negative surprise came from Asia whose 7%growth was below the 8% forecast (both China and Japan underperformed).For 2022, specialists expect the recovery to continue, albeit at a slower pace, with global GDP growth forecast tobe close to 5 percent.The slowdown could be more noticeable in Asia - where a deceleration of 7 to 6% is expected - and in LatinAmerica where GDP could go from an expected growth of close to 6% in 2021 to 2% in 2022.While 2022 could be the year of the end of the pandemic, with Covid-19 becoming endemic, it will also be the yearof the withdrawal of the emergency fiscal and monetary stimuli that were pillars of the 2021 rebound.Many economies laid the groundwork for the rebound to become a sustainable recovery while others simply rodethe wave of the global and/or regional rebound. The most important challenge in 2022 for the global economy willbe to confirm the recovery in an environment of stimulus withdrawal and fighting inflation.joaquinld@eleconomista.com.mx"
Jan 2022;"Global economy: solid normalization";"ESTEBAN POLIDURAAfter the economic crisis that affected the world starting in 2020 as a result of the coronavirus, the recovery tookhold last year and has been sustained over time, marked mainly by government stimulus and policies. In thisregard, we expect economic expansion to continue for three main reasons.First, higher capital spending, as significant productivity gains and persistently low financing costs encourageinvestment. Second, inventory restocking will keep final demand alive. And third, the activation of pent-up demandwill help underpin consumption. On the negative side, monetary and fiscal policy support will diminish, depriving theeconomic expansion of support that had become commonplace. In that context, we expect global economicgrowth of 4.5% in 2022.One of the global powerhouses supporting global growth is the United States, whose advance will be sustained byrising capital spending and healthy consumption patterns. But the checks that boosted purchasing power in 2021will not be repeated to the same degree this year. Therefore, growth rates should slow considerably.We anticipate economic growth for the U.S. of 3.8% in 2022.In the case of Europe, it launched its support programs with some lag compared to the United States. This is whythe rebound in consumption was less intense last year. In 2022, Europe should close this gap with faster growth. Inaddition, the funds to be distributed for investments in the green and digital transition will also contribute to growth.We anticipate economic growth for the eurozone of 5.0% in 2022.Finally, in China, the challenge for this new year will be to balance the policy course adopted to curb excesses andachieve a more sustainable growth path with maintaining sufficient economic growth to ensure that developmenttoward prosperity for all remains realistic. We anticipate economic growth for China of 4.9% in 2022.Along with growth, the issue of global inflation will also be relevant this year. Under that scenario, we expect priceswill not continue to rise as sharply as in 2021, as supply chains should normalize and supply and demand shouldbalance. But inflation will not return to pre-crisis low rates, as some of the supply chains are replaced regionallymany times with less favorable conditions, and some of the higher input costs, such as energy prices or housingcosts, will filter down the supply chain to the consumer."
Feb 2022;"Jet fuel market poised for demand surge during peak summer holiday";" LONDON (ICIS)--Firmness persisted in the European jet kerosene market as aviationdemand appears to be accelerating on intra-European routes, with summer holidaybookings seeing a surge, paving way for uptick in jet fuel consumption rates. • Half-term gateways, summer booking see surge • Market expects demand to near 75% of 2019 levels • Crude rally to support upswing in jet outright values As many European nations dump travel curbs amid falling infection rates and highvaccination rates, easing travel restrictions, largely seeking proof of vaccination fortravellers, has rebounded commercial travel activity across the states and to certain extentinternationally as well. Following the pent-up travel demand, jet fuel consumption rates are expected to surgeduring the Q2 and Q3, compared to first quarter levels. The upwards momentum has supported firmness in European jet kerosene spot valuesstaying steady at late-2014 levels with CIF (cost, insurance & freight) NWE (northwestEurope) prices recorded at $878/tonne on Wednesday. Rallying upstream ICE Brent crude future values, which have soared close to the $95/bblmark earlier in the week, have also contributed to the upswing in aviation fuel prices. Meanwhile, the prompt-month crack spread against rolling Brent has been assessed at$17/bbl, with backwardation seen for the subsequent quarters as crack spread for Q3 andQ4 is averaged at $16.50/bbl. Both jet fuel and gasoil markets are in steep backwardation as sources cited adownward sloping curve with prices seen $100/tonne lower for gasoil and nearly$90/tonne lower for jet fuel towards the end of the year.AVIATION REBOUND RAISES HOPESBookings are soaring for summer holiday period, while activityon local routes have jumped for half-term getaway. Average daily air traffic levels have reached 68% of 2019 levels regionally for the firstnine days of February, according to Eurocontrol's latest data, albeit intercontinental trafficstayed at around -36% compared to 2019 during the period. season Flows between Europe and north Africa increased by 20% as Morocco lifted travellers'flight ban since 7 February 2022, while domestically UK has recorded the highest numberof flights on average in the first 10 days of February, followed by Germany, Spain, Franceand Italy, Eurocontrol stated. With the half-term later this month in the UK, many travellers are embarking on foreigntrips, supporting rebound in both short-haul and long-haul flights. Traffic into the UK is also accelerating after the government dropped the need forpre-departure and post-arrival test for fully vaccinated passengers supporting local tourism. Posing fresh headwinds are the growing Ukrainian tensions which have seen a fewairlines banning their flights, while a few are operating at reduced rates as concerns overrisking the air route mount.CAPPED SUPPLY TO LEND UPSIDECautious refinery throughputs despite steady margins arekeeping supply-side woes at bay with suppliers unwilling to sit on a huge stockpile ofmaterial without enough room to sell it off. Some refineries are already closing down operations for maintenance and with thesummer maintenance period to kick off, outright values are surely to find support. Easing regional supply, besides low level of imports expected to arrive the coming weeks,is likely to lend upside to the prevailing sentiments. That said, for the H1 of February about 850,000 tonnes is hitting European ports,offsetting any impact of supply disruptions. Market players from the aviation industry have indicated that summer bookings are hittinggood highs with traffic to see some normal levels of 2019 starting March, forecasting fueldemand to near 75-80% of pre-pandemic levels. Looking ahead, market remains cautiously optimistic amid macroeconomic factorspertaining to inflation rates, soaring bank interests and slowing economic growth whichcould potentially dent spending capacity of passengers on leisure and business travels. Focus article by Shruti Salwan season"
Feb 2022;"Sanctions against Russia plunge global economy into new unknown";"Western economic sanctions to punish Russia for its invasion of Ukraine establish a new set of unknown elementsin a global economy already distorted by the coronavirus pandemic and a decade of ultra-cheap money.The attempt to exclude from the trading system entire parts of the world's 11th largest economy -and supplier ofone-sixth of all commodities- is unprecedented in the globalized era.The sanctions disclosed so far will affect the trading of Russian banks in dollars, euros, pounds and yen. Exportrestrictions from the United States will limit Russian access to electronics and computers, while European capitalsadjust similar export controls and measures to hit the energy and transportation sectors.Link to Image Link to Image Vladimir Putin and Xi Jinping, president of Russia and China, in Beijing during anannouncement of a partnership without limits - Alexei Druzhinin / Sputnik 04.Feb.20 / AFPFor now, they will not condemn the Russian economy to anything resembling isolation: the gas on which Europedepends will continue to flow, and Russia's banks will retain access to the Swift global banking messaging system.But other punitive measures remain possible, while the chaos of the conflict and potential countermeasures fromMoscow make some separation of the Russian economy and its enormous resources likely.""The war, sanctions and the likelihood of significant retaliation from Russia together are likely to cause a materialglobal recessionary shock,"" political risk consultancy Eurasia Group said in a note.Oxford Economics said it now sees global inflation this year at 6.1 percent, up from the previously forecast 5.4percent, and cites the impact of sanctions, financial market disruption and higher gas, oil and food prices as factorsfor the increased projection.While this intensifies cost of living concerns, Oxford has cut its forecast for global output growth by a modest 0.2percentage point to 3.8% this year and 0.1 percentage point to 3.4% in 2023.This small dose of stagflation is a headache for central banks as they try to scale back their stimulus programs andnormalize key interest rates after a decade of near zero.Amrita Sen of the Energy Aspects ""think tank"" said that for now, the measures appear to give Russia some leeway.""The financial sanctions are designed in a way to allow energy-related payments to continue,"" she said, adding thatshe also expected some exemptions for metals and agricultural products.The Russian Economy Ministry said Friday it expects the pressure of sanctions faced since the country'sannexation of Crimea in 2014 to increase and that it plans to intensify trade and economic ties with Asian nations.That shift would notably depend on Beijing's interest in a China-Russia trade bloc, which could emerge as a viablealternative to Western channels.""This could force companies to have two separate supply chains to service each,"" Jacob Kirkegaard of the GermanMarshall Fund said of an event that would reverse decades of attempts to simplify trade channels for efficiency.After the supply chain problems of the pandemic era, this could exacerbate the price hikes and shortages of goodsthat are hurting the world economy.But whether this will result in structurally higher inflation and long-term shortages depends on how others react.Optimists argue that it could be a wake-up call for other major economies to examine their strategic interests andeconomic weaknesses.""If Europe uses this moment to truly diversify its energy sources, it could insulate itself from future shocks plannedby the Kremlin,"" said Hung Tran of the Atlantic Council think tank."
Feb 2022;"Emerging Fuels Technology introduces new sustainable fuels";" February 10 -- Emerging Fuels Technology (EFT), a technology company focused on methods for producingsynthetic fuels from feedstocks such as natural gas, flared gas, biogas, biomass, municipal solid waste, CO2 andmore, has introduced its Maxx Jet(TM) and Maxx Diesel(TM) proprietary methods, which employ a catalyst systemmade for EFT by Haldor Topsoe. The process is ideally configured to pair with EFT's Fischer Tropsch technology toprovide a scalable, sustainable path for converting Fischer Tropsch syncrude into very high yields of high-quality jetfuel and diesel fuel products. Maxx Jet technology was recently used to make jet fuel from CO2 for the Air Force,in partnership with Twelve.The need for sustainable fuels - especially jet fuel - is immediate and apparent as global aviation produces 1.2billion tpy of CO2 emissions. With a commitment from those across the industry to make significant advancementstoward widespread adoption of sustainable aviation fuel (SAF), EFT is well positioned to bring high yield, highquality jet fuel to market with its sustainable process.""We are excited to offer these yield and quality improvements and very pleased to be working with Haldor Topsoeto manufacture our proprietary hydroprocessing catalysts,"" said Kenneth Agee, President of EFT. ""Our provenprocess can be a valuable resource to an industry in great need of alternative fuel sources.""EFT's Maxx Jet and Maxx Diesel combines novel equipment design and a tailored stacked bed catalyst system toachieve superior yields and product properties such as jet fuel with a freeze point below -55°C - a key property forhigh quality jet fuels. Improvements in diesel yields and properties are similar. EFT plans to use Maxx Jet andMaxx Diesel technology in its BioGTL® and FlareBuster® projects, and to license it in combination with its FischerTropsch technology system for renewable fuels projects around the world. The combined method provides a highlyeffective way to convert any source of synthesis gas from biomass, biogas or CO2 into the highest yield and qualityof jet and diesel fuel products.""As an organisation committed to reducing carbon emissions, it's a great opportunity to work with EFT and be anintegral part of creating high-yield, high-quality fuels, which are in high demand,"" said Henrik Rasmussen,Managing Director at Haldor Topsoe Inc."
Feb 2022;"Airlines to raise fuel surcharges on int'l routes in March";"SEOUL-- South Korean airlines are set to raise fuel surcharges on international routes next month as jet fuelprices rise at a faster pace, industry people said Wednesday.Starting March 1, the surcharge for one-way tickets on international routes will range from 18,000 won (US$15) to138,200 won, depending on the routes, a Korean Air official said.The planned hike will raise the surcharges to the highest Level 10 from the current Level 6, which ranges from10,800 won to 80,400 won.In April 2021, rising jet fuel prices prompted local carriers to begin imposing fuel surcharges after a one-yearhiatus. Fuel surcharges on international routes had stayed at zero since April 2020 due to low oil prices sparked bythe COVID-19 pandemic.Local carriers' surcharges vary depending on the level of jet fuel prices traded on the Singaporean market.If the average jet fuel price on the Singapore spot market rises over $1.50 per gallon during the past month, SouthKorean airlines are allowed to impose fuel surcharges starting one month later.Jet fuel prices averaged at $2.43 per gallon on the Singapore market for the one month from Jan. 16 to Feb. 15.The average price is the basis for setting jet fuel surcharges for March.If jet fuel prices drop below the threshold, no surcharge is collected. There are 10 levels of surcharges, dependingon the length of the route.On the domestic routes, fuel surcharges will rise to 8,800 won next month from 5,500 won this month.Source: Yonhap News Agency"
Feb 2022;"Europe Jet, Diesel Prices Respond to Ukraine Crisis";"Europe's jet fuel market would be impacted most by a major military conflict in Ukraine but the region's reliance onimports of ultra-low-sulfur diesel (ULSD) from Russia has also been driving diesel prices lately. ""Jet-kerosene is thesingle battlefield grade,"" explains a London-based trader, referring to the fact that Russia uses jet fuel in bothmilitary aircraft and ground vehicles rather than diesel to simplify wartime refueling. ""That is why at times of conflictit increases in value more than any other product,"" he adds.Despite a further escalation of tensions and ominous rhetoric from Moscow this week, a full-blown war has notbroken out yet, and that explains why Europeâ€™s ULSD prices have jumped more than jet. Both fuels are tradingaround seven-year highs, but diesel gained 2.2% over the last week versus an increase of 1.6% for jet. Europedepends on imports of both fuels, but while most of Europe's jet comes from the Middle East, the region reliesheavily on Russian ULSD. Russia has been moving large volumes of jet fuel by rail to its forces along its borderwith Ukraine since the start of the year. Pipeline System Nato meanwhile has its own underground jet fuel pipelinenetwork that links Europe's key refineries and import terminals to its military bases as well as some of the region'sbiggest airports. The Central European Pipeline System (Ceps) handles up to 200,000 barrels per day of fuel, mostof it jet. Commercial oil company and airline volumes dominate in peacetime but all Ceps users have signedcontracts that guarantee fuel supplies to the military at all times. Host countries also use Ceps tanks to hold theirstrategic reserve obligations, against which Nato forces can also draw. The system comprises nearly 5,300kilometers of pipelines, 35 storage depots, 75 pump stations, 16 truck loading facilities and two rail loading stations.Major seaports where tankers and barges unload to feed the system include Le Havre, Dunkirk and Marseille inFrance; Ghent and Antwerp in Belgium; as well as terminals near Rotterdam and Amsterdam in the Netherlands.Ceps is also fed directly from 12 regional refineries. Russia Still Exporting Diesel Tankers were still calling atRussia's main export port of Primorsk to load ULSD on Wednesday. Shipbrokers reported that new fixtures werebeing booked into next week, when a potentially large March ULSD export program is due to be released. Rumorsthat tanker heavyweights Maersk and Heidmar were refusing to call at Russian ports have yet to be confirmed.Western sanctions are not expected to extend to a ban on Russian fuel sales any time soon, while Russian ULSDexporters insist they will continue to supply contracted volumes in full. But analysts are warning that Moscow couldstill decide to tighten the taps in a show of defiance, using essential maintenance work or even a false flagcyberattack as an excuse for cutting ULSD supplies. That risk is already being priced into current ULSD cargonegotiations. The most recent trading window saw bids with a premium of up to $15 per ton over March ICE low-sulfur gasoil futures for fuel delivered in the UK, up from an already hefty $11/ton last week.Kerry Preston"
Feb 2022;"Global economy on pins";"For the sixth consecutive time, Banxico raised its benchmark interest rate; in a few days, the FED will do the same,and the rest of the central banks will follow suit. As a result of the economic imbalance of the last two years, thestill ongoing negative impact of the subprime financial crisis, the disruption of supply chains and the excessiveamount of liquidity required to mitigate the effects of the confinement, economies in many parts of the world areoverheating. Putting these aspects together, we are facing an unexpected global effect that could lead to aneconomic crisis of major proportions; we are witnessing lower than expected levels of economic recovery (allgrowth figures around the world are being adjusted downwards), in addition to frankly high levels of inflation.Lower growth levels with rising prices plus the potential effects on fuel prices as a result of the crisis in Ukraine maygenerate serious imbalances in the risk matrix of the different countries. In the case of inflation, for example, itregisters for the US levels of 7% with growth rates of 4%, for Mexico of 7% with a growth of 5%; Argentina of 57%with 3% growth. Some analysts believe that this episode of high inflation is temporary and that once the supplychains are regularized, the production of microcomponents is normalized and the Covid endemic is over, prices willnaturally tend to fall, economies will grow and high technology will give us a new dawn.In my opinion these good expectations might not materialize, we must assume that everything is hanging by pins.Things are currently calibrated so that, with the exit of the pandemic, cycles will begin to regularize harmoniouslyaccompanied by sensible decisions by monetary and fiscal authorities around the world. Economic nature,however, is not like that. We know that the economy is driven by people with emotions that are not always rational,and the environment adds to this. The negative impact that could be produced in the markets, the aggravation oftensions in Ukraine would be devastating at this time, as would a bad political or financial decision, the eventualemergence of a bank failure or fall in the share prices of corporate giants and even the emergence of strong socialmovements derived from the high global stress that exists and is worsening day by day. Emerging from thenegative effects of Covid to better levels of development in the short and medium term requires a synchronizedprocess that includes significant liquidity withdrawals, relevant fiscal adjustments and prudent geostrategicdecisions, as well as foolproof prudence on the part of large corporations and governments. With any gear that fails,it can complicate our existence as it did 100 years ago."
Feb 2022;"Ukraine's significance to global economy";"An all-out invasion of Ukraine is under way after Russian President Vladimir Putin ordered a special militaryoperation to support separatists in eastern Ukraine's Donetsk and Luhansk regions. While Mr Putin said the operation was intended to topple the Ukrainian government and demilitarise the country, hedenied having plans to occupy Ukraine.Here is what you need to know about the crisis: <lnvxe_h>What happened'</lnvxe_h>Once a part of the Soviet Union, Ukraine became an independent countrywith the collapse of the state in 1991. A nation of 44.1 million people, about 43 per cent to 46 per cent of Ukrainiansconverse in the Russian language despite the separation, and a sizeable segment of the population is pro-Russia. While Russia has maintained close relationships with most of the former Soviet states that broke away from it, tieswith Ukraine have been frosty since a pro-Western revolution in 2014 ushered in politicians inimical to Moscow'sinterests. The revolution - which was sparked by the suspension of an association agreement with the European Union -prompted Russia to invade and annex the Crimean peninsula in the eastern part of Ukraine, which is made upmostly of ethnic Russians. On Monday, Mr Putin further upped the ante by recognising the independence of eastern Ukraine's Donetsk andLuhansk separatist republics, even in areas that were not under their control, despite warnings from the West not todo so. The announcement was made during an hour-long speech laden with historical references in which Mr Putinquestioned Ukraine's right to exist, arguing that the country was ""entirely created by Russia"".""To put it simply, Russia just announced that it is carving out a big chunk of Ukraine,"" United States President JoeBiden said. ""This is the beginning of a Russian invasion.""Russia has claimed that its actions are influenced by Ukraine's ambitions to join the US-led North Atlantic TreatyOrganisation (Nato), which Moscow sees as a red line that would put the alliance's missiles next door. The move to recognise the separatists prompted countries such as the US, Britain, Australia, Canada and Japan,besides the EU, to impose sanctions targeting Russian banks and elite members of Mr Putin's inner circle. TheNordstream 2 gas pipeline project from Russia to Germany was also halted in an effort to inflict financial pain onRussia. Page 2 of 3 Ukraine 's significance to global economy But a defiant Mr Putin gave the nod on Thursday for assaults on military facilities across Ukraine, including airfieldsand anti-aircraft systems, as well as the bombardment of capital Kyiv and other cities. That has provoked evenmore punishing sanctions that will affect Russia's ability to access the global financial system, as well as keytechnologies. <lnvxe_h>Why it matters</lnvxe_h>A war between Russia on one side and Ukraine and its Western allies on theother could have a catastrophic impact not only in terms of lives lost and destruction, but also on a globaleconomy yet to recover from the Covid-19 pandemic. Oil and gas are the main exports of the Russian economy, and there have already been warnings of gas pricesrising in Europe following the imposition of sanctions. Meanwhile, Ukraine is known for holding the second-largest gas deposits in Europe, though they are largelyunexploited. Crude oil prices have crossed US$100 a barrel - their highest level since 2014 - amid the uncertainty. In addition, both Russia and Ukraine are key suppliers of grain and edible oils, resulting in global food pricesshooting up because of the geopolitical uncertainty. Casualties, meanwhile, are beginning to tick upwards, with Ukraine announcing on the first day of the invasion thatat least 50 people had been killed. Dozens of Russian fatalities are believed to have also occurred. There have been ballistic missile strikes on Kyiv and other population centres, with people urged to go to shelters.With Russian ground forces now well inside Ukraine's border, fighting has also escalated and there have beenreports of Russian military planes and helicopters being shot down. The war is asymmetric, with Russia's massive army more than capable of overwhelming Ukraine's smaller militarydespite the latter's upgrades in recent years and aid from Western backers. Nato has clarified that it will not be sending troops into Ukraine, dealing a blow to Ukrainian hopes of moreinternational involvement, but the indirect support of the US and its allies could make the conflict a drawn-out affair.<lnvxe_h>What is next'</lnvxe_h>For the time being, it looks like diplomatic efforts to resolve the crisis have failed,with negotiations called off after the belligerent Russian moves. Whether there is still scope for a climbdown by the parties involved remains to be seen, but chances are lookingslim that cooler heads will prevail in the near term as Russian forces move to take Kyiv."
Feb 2022;"Resolve Russia-Ukraine conflict through talks to save global economy ICCI";" The business community during a meeting at Islamabad Chamber of Commerce and Industry (ICCI) expressedgreat concerns over the Russian-Ukraine conflict that carries great risks to the economies of the world and calledfor resolving this crisis through talks to save the global economy from its serious consequences.Addressing the meeting, Muhammad Shakeel Munir, President, Islamabad Chamber of Commerce and Industrysaid that the global economy was still struggling to come out of the impact of Covid-19 pandemic, but this crisishas unleashed new challenges for the world as the oil prices in the international market has already started to moveup while the global prices of energy, food commodities and many other items would also become more expansivethat would give rise to global inflation and make the lives of common man more miserable.ICCI President said that any disruption in the flow of gas, oil and trade in the conflict zone would have a majorimpact on almost all countries of the world and add further fuel to the food inflation at global level.He said that the businesses and people in Pakistan have already started to feel the economic fallout of this conflict,just like people elsewhere in the world. He appealed to the United Nations and the world leaders to play a role infinding a peaceful settlement of this conflict through talks and negotiations in order to save the world from itsdevastating consequences.Muhammad Shakeel Munir said that Europe was importing close to 40% of its natural gas from Russia and Europewas also a big market for Pakistani textiles and other products. So any disruption in that energy source would affectthe economies of Europe that would have a major fallout on Pakistani exports.He said that the Central Asian region including the Russian Federation was a huge market for Pakistan to improvetrade and exports. So Pakistan should work with the global community to consider all peaceful options for endingthis crisis as soon as possible in order to keep the global trade channels open and curb the further escalation in theworld energy and food prices."
Feb 2022;"Fears conflict will cause global economic pain";"A Russian invasion of Ukraine could push oil prices above $US120 a barrel and lead to a global supply shock thatdrives inflation higher and hits still-fragile consumer confidence following the omicron COVID-19 wave.With more than 130,000 Russian troops staged on the Ukraine border, US officials at the weekend warned aninvasion could come at any time.Higher oil prices sparked by war would hit households at the petrol bowser and further drive up headline inflation,said Andrew Ticehurst, economist and rates strategist at Nomura Australia.Oil prices surged to seven-year highs on Monday and come after the national average unleaded petrol price lastweek rose by 5 cents to a record 176.9 cents a litre, according to the Australian Institute of Petroleum.""It could also act as a tax on growth for consumers, having a negative impact on confidence and consumption,"" MrTicehurst said. That could force a rethink of the Reserve Bank of Australia's outlook for interest rate hikes.But at the same time, a surge in the oil price would result in a rise in coal and liquified natural gas (LNG) prices asbuyers searched for energy substitutes. As a major exporter of both, Australia would benefit from that rise.""There may be winners and losers, but at an aggregate level [an invasion] may not have much of an impact on theeconomy,"" Mr Ticehurst said.Australian commodity exporters would be among the winners. In addition to energy substitutes, producers of safehaven assets such as gold are usually beneficiaries of geopolitical uncertainty.A rush of capital into safe havens such as the US would also drive down the Aussie dollar. That would be good forresource companies that repatriate profits, but would also add upward pressure to tradable inflation.Analysts said the uncertainty of the situation on the Russian border made predicting flow-through effects difficult,but there were certainly plausible scenarios where military action led to a global energy supply shock.For many, the biggest uncertainty is what, if any, national-level sanctions are imposed on Russia and how theKremlin would respond.""You want to make sure sanctions don't hurt you more than they do Russia,"" Commonwealth Bank commoditiesanalyst Vivek Dhar said, noting Russia would likely retaliate against any national-level sanctions.Russia pipes about 250,000 barrels of oil a day, or 0.25 per cent of global supply, through Ukraine. More broadly,Russia accounts for about 8 per cent of global supply, after discounting production for domestic use, making it theworld's third-largest producer.The International Energy Agency on Friday labelled the likelihood of national sanctions as ""remote"". But in its OilMarket Report, the IEA also said global oil balances were much tighter than previously thought.""Chronic underperformance by OPEC+ [the global cartel of oil producing nations] in meeting its output targets andrising geopolitical tensions have propelled oil prices higher,"" the IEA said.Mr Dhar said the global oil stockpiles and limited OPEC+ spare capacity suggested that oil markets were morevulnerable to supply shocks, and the ""primary supply shock on the market's mind"" was Ukraine.From a monetary policy perspective, Mr Ticehurst said the RBA would likely look through short-term price impacts,though BetaShares chief economist David Bassanese warned prolonged higher prices would be hard to ignore.""If oil prices went over $100 a barrel and stayed there it would be a further shock to consumer spending,"" he said.""If it's a negative supply shock al la the 1970s it's going to be very hard for central banks to ignore. Depending onhow long that lasts it could tip the global economy into recession."""
Feb 2022;"Media Analyses Consider Risks Russia-Ukraine Conflict Poses To Global";"The Wall Street Journal (2/24, Hannon, Subscription Publication, 8.41M) says the Russia-Ukraine conflict hasimposed new risks on the global economy. The economic impact will hinge on the extent of the fighting and thesanctions that the U.S. and its allies impose. The AP (2/24, Wiseman, McHugh) says that although ""Russia's attackon Ukraine and retaliatory sanctions from the West may not portend another global recession,"" the conflict""threatens to inflict severe economic damage on some countries and industries - damage that could meanhardships for millions of people. Russia is the world's third-biggest producer of petroleum and is a major exporter ofnatural gas,"" and its ""attack could slow Europe's economic recovery by sending already elevated energy pricesever higher."" Ukraine ""is the world's fifth-largest wheat exporter,"" and ""the threat to farms in eastern Ukraine andexports through Black Sea ports could reduce wheat supplies at a time when global food prices are at their highestlevel since 2011 and some countries are suffering from food shortages."" The AP says, ""Rising energy and foodprices will intensify the inflationary pressures that policymakers and central banks are struggling to ease."""
